# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;Широко усмихнато лице;лице|ухилване|широка усмивка|Широко усмихнато лице
	👩🏾‍❤️‍💋‍👩🏾;целувка: жена, жена, средно тъмна кожа;двойка|жена|романтика|средно тъмна кожа|целувка|целувка: жена, жена, средно тъмна кожа
	👩🏾‍❤️‍💋‍👩🏿;целувка: жена, жена, средно тъмна кожа, тъмна кожа;двойка|жена|романтика|средно тъмна кожа|тъмна кожа|целувка|целувка: жена, жена, средно тъмна кожа, тъмна кожа
	👩🏿‍❤️‍💋‍👩🏻;целувка: жена, жена, тъмна кожа, светла кожа;двойка|жена|романтика|светла кожа|тъмна кожа|целувка|целувка: жена, жена, тъмна кожа, светла кожа
	👩🏿‍❤️‍💋‍👩🏼;целувка: жена, жена, тъмна кожа, средно светла кожа;двойка|жена|романтика|средно светла кожа|тъмна кожа|целувка|целувка: жена, жена, тъмна кожа, средно светла кожа
	👩🏿‍❤️‍💋‍👩🏽;целувка: жена, жена, тъмна кожа, средна на цвят кожа;двойка|жена|романтика|средна на цвят кожа|тъмна кожа|целувка|целувка: жена, жена, тъмна кожа, средна на цвят кожа
	👩🏿‍❤️‍💋‍👩🏾;целувка: жена, жена, тъмна кожа, средно тъмна кожа;двойка|жена|романтика|средно тъмна кожа|тъмна кожа|целувка|целувка: жена, жена, тъмна кожа, средно тъмна кожа
	👩🏿‍❤️‍💋‍👩🏿;целувка: жена, жена, тъмна кожа;двойка|жена|романтика|тъмна кожа|целувка|целувка: жена, жена, тъмна кожа
💑;Двойка и сърце;двойка|Двойка и сърце|любов|романтика|сърце
	💑🏻;Двойка и сърце: светла кожа;двойка|Двойка и сърце|Двойка и сърце: светла кожа|любов|романтика|светла кожа|сърце
	💑🏼;Двойка и сърце: средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: средно светла кожа|любов|романтика|средно светла кожа|сърце
	💑🏽;Двойка и сърце: средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: средна на цвят кожа|любов|романтика|средна на цвят кожа|сърце
	💑🏾;Двойка и сърце: средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: средно тъмна кожа|любов|романтика|средно тъмна кожа|сърце
	💑🏿;Двойка и сърце: тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: тъмна кожа|любов|романтика|сърце|тъмна кожа
	🧑🏻‍❤️‍🧑🏼;Двойка и сърце: възрастен, възрастен, светла кожа, средно светла кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, светла кожа, средно светла кожа|любов|романтика|светла кожа|средно светла кожа|сърце
	🧑🏻‍❤️‍🧑🏽;Двойка и сърце: възрастен, възрастен, светла кожа, средна на цвят кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, светла кожа, средна на цвят кожа|любов|романтика|светла кожа|средна на цвят кожа|сърце
	🧑🏻‍❤️‍🧑🏾;Двойка и сърце: възрастен, възрастен, светла кожа, средно тъмна кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, светла кожа, средно тъмна кожа|любов|романтика|светла кожа|средно тъмна кожа|сърце
	🧑🏻‍❤️‍🧑🏿;Двойка и сърце: възрастен, възрастен, светла кожа, тъмна кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, светла кожа, тъмна кожа|любов|романтика|светла кожа|сърце|тъмна кожа
	🧑🏼‍❤️‍🧑🏻;Двойка и сърце: възрастен, възрастен, средно светла кожа, светла кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средно светла кожа, светла кожа|любов|романтика|светла кожа|средно светла кожа|сърце
	🧑🏼‍❤️‍🧑🏽;Двойка и сърце: възрастен, възрастен, средно светла кожа, средна на цвят кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средно светла кожа, средна на цвят кожа|любов|романтика|средна на цвят кожа|средно светла кожа|сърце
	🧑🏼‍❤️‍🧑🏾;Двойка и сърце: възрастен, възрастен, средно светла кожа, средно тъмна кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средно светла кожа, средно тъмна кожа|любов|романтика|средно светла кожа|средно тъмна кожа|сърце
	🧑🏼‍❤️‍🧑🏿;Двойка и сърце: възрастен, възрастен, средно светла кожа, тъмна кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средно светла кожа, тъмна кожа|любов|романтика|средно светла кожа|сърце|тъмна кожа
	🧑🏽‍❤️‍🧑🏻;Двойка и сърце: възрастен, възрастен, средна на цвят кожа, светла кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средна на цвят кожа, светла кожа|любов|романтика|светла кожа|средна на цвят кожа|сърце
	🧑🏽‍❤️‍🧑🏼;Двойка и сърце: възрастен, възрастен, средна на цвят кожа, средно светла кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средна на цвят кожа, средно светла кожа|любов|романтика|средна на цвят кожа|средно светла кожа|сърце
	🧑🏽‍❤️‍🧑🏾;Двойка и сърце: възрастен, възрастен, средна на цвят кожа, средно тъмна кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средна на цвят кожа, средно тъмна кожа|любов|романтика|средна на цвят кожа|средно тъмна кожа|сърце
	🧑🏽‍❤️‍🧑🏿;Двойка и сърце: възрастен, възрастен, средна на цвят кожа, тъмна кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средна на цвят кожа, тъмна кожа|любов|романтика|средна на цвят кожа|сърце|тъмна кожа
	🧑🏾‍❤️‍🧑🏻;Двойка и сърце: възрастен, възрастен, средно тъмна кожа, светла кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средно тъмна кожа, светла кожа|любов|романтика|светла кожа|средно тъмна кожа|сърце
	🧑🏾‍❤️‍🧑🏼;Двойка и сърце: възрастен, възрастен, средно тъмна кожа, средно светла кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средно тъмна кожа, средно светла кожа|любов|романтика|средно светла кожа|средно тъмна кожа|сърце
	🧑🏾‍❤️‍🧑🏽;Двойка и сърце: възрастен, възрастен, средно тъмна кожа, средна на цвят кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средно тъмна кожа, средна на цвят кожа|любов|романтика|средна на цвят кожа|средно тъмна кожа|сърце
	🧑🏾‍❤️‍🧑🏿;Двойка и сърце: възрастен, възрастен, средно тъмна кожа, тъмна кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, средно тъмна кожа, тъмна кожа|любов|романтика|средно тъмна кожа|сърце|тъмна кожа
	🧑🏿‍❤️‍🧑🏻;Двойка и сърце: възрастен, възрастен, тъмна кожа, светла кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, тъмна кожа, светла кожа|любов|романтика|светла кожа|сърце|тъмна кожа
	🧑🏿‍❤️‍🧑🏼;Двойка и сърце: възрастен, възрастен, тъмна кожа, средно светла кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, тъмна кожа, средно светла кожа|любов|романтика|средно светла кожа|сърце|тъмна кожа
	🧑🏿‍❤️‍🧑🏽;Двойка и сърце: възрастен, възрастен, тъмна кожа, средна на цвят кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, тъмна кожа, средна на цвят кожа|любов|романтика|средна на цвят кожа|сърце|тъмна кожа
	🧑🏿‍❤️‍🧑🏾;Двойка и сърце: възрастен, възрастен, тъмна кожа, средно тъмна кожа;възрастен|двойка|Двойка и сърце|Двойка и сърце: възрастен, възрастен, тъмна кожа, средно тъмна кожа|любов|романтика|средно тъмна кожа|сърце|тъмна кожа
👩‍❤️‍👨;Двойка и сърце: жена и мъж;двойка|Двойка и сърце|Двойка и сърце: жена и мъж|жена|любов|мъж|романтика|сърце
	👩🏻‍❤️‍👨🏻;Двойка и сърце: жена, мъж, светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, светла кожа|жена|любов|мъж|романтика|светла кожа|сърце
	👩🏻‍❤️‍👨🏼;Двойка и сърце: жена, мъж, светла кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, светла кожа, средно светла кожа|жена|любов|мъж|романтика|светла кожа|средно светла кожа|сърце
	👩🏻‍❤️‍👨🏽;Двойка и сърце: жена, мъж, светла кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, светла кожа, средна на цвят кожа|жена|любов|мъж|романтика|светла кожа|средна на цвят кожа|сърце
	👩🏻‍❤️‍👨🏾;Двойка и сърце: жена, мъж, светла кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, светла кожа, средно тъмна кожа|жена|любов|мъж|романтика|светла кожа|средно тъмна кожа|сърце
	👩🏻‍❤️‍👨🏿;Двойка и сърце: жена, мъж, светла кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, светла кожа, тъмна кожа|жена|любов|мъж|романтика|светла кожа|сърце|тъмна кожа
	👩🏼‍❤️‍👨🏻;Двойка и сърце: жена, мъж, средно светла кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средно светла кожа, светла кожа|жена|любов|мъж|романтика|светла кожа|средно светла кожа|сърце
	👩🏼‍❤️‍👨🏼;Двойка и сърце: жена, мъж, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средно светла кожа|жена|любов|мъж|романтика|средно светла кожа|сърце
	👩🏼‍❤️‍👨🏽;Двойка и сърце: жена, мъж, средно светла кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средно светла кожа, средна на цвят кожа|жена|любов|мъж|романтика|средна на цвят кожа|средно светла кожа|сърце
	👩🏼‍❤️‍👨🏾;Двойка и сърце: жена, мъж, средно светла кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средно светла кожа, средно тъмна кожа|жена|любов|мъж|романтика|средно светла кожа|средно тъмна кожа|сърце
	👩🏼‍❤️‍👨🏿;Двойка и сърце: жена, мъж, средно светла кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средно светла кожа, тъмна кожа|жена|любов|мъж|романтика|средно светла кожа|сърце|тъмна кожа
	👩🏽‍❤️‍👨🏻;Двойка и сърце: жена, мъж, средна на цвят кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средна на цвят кожа, светла кожа|жена|любов|мъж|романтика|светла кожа|средна на цвят кожа|сърце
	👩🏽‍❤️‍👨🏼;Двойка и сърце: жена, мъж, средна на цвят кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средна на цвят кожа, средно светла кожа|жена|любов|мъж|романтика|средна на цвят кожа|средно светла кожа|сърце
	👩🏽‍❤️‍👨🏽;Двойка и сърце: жена, мъж, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средна на цвят кожа|жена|любов|мъж|романтика|средна на цвят кожа|сърце
	👩🏽‍❤️‍👨🏾;Двойка и сърце: жена, мъж, средна на цвят кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средна на цвят кожа, средно тъмна кожа|жена|любов|мъж|романтика|средна на цвят кожа|средно тъмна кожа|сърце
	👩🏽‍❤️‍👨🏿;Двойка и сърце: жена, мъж, средна на цвят кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средна на цвят кожа, тъмна кожа|жена|любов|мъж|романтика|средна на цвят кожа|сърце|тъмна кожа
	👩🏾‍❤️‍👨🏻;Двойка и сърце: жена, мъж, средно тъмна кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средно тъмна кожа, светла кожа|жена|любов|мъж|романтика|светла кожа|средно тъмна кожа|сърце
	👩🏾‍❤️‍👨🏼;Двойка и сърце: жена, мъж, средно тъмна кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средно тъмна кожа, средно светла кожа|жена|любов|мъж|романтика|средно светла кожа|средно тъмна кожа|сърце
	👩🏾‍❤️‍👨🏽;Двойка и сърце: жена, мъж, средно тъмна кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средно тъмна кожа, средна на цвят кожа|жена|любов|мъж|романтика|средна на цвят кожа|средно тъмна кожа|сърце
	👩🏾‍❤️‍👨🏾;Двойка и сърце: жена, мъж, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средно тъмна кожа|жена|любов|мъж|романтика|средно тъмна кожа|сърце
	👩🏾‍❤️‍👨🏿;Двойка и сърце: жена, мъж, средно тъмна кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, средно тъмна кожа, тъмна кожа|жена|любов|мъж|романтика|средно тъмна кожа|сърце|тъмна кожа
	👩🏿‍❤️‍👨🏻;Двойка и сърце: жена, мъж, тъмна кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, тъмна кожа, светла кожа|жена|любов|мъж|романтика|светла кожа|сърце|тъмна кожа
	👩🏿‍❤️‍👨🏼;Двойка и сърце: жена, мъж, тъмна кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, тъмна кожа, средно светла кожа|жена|любов|мъж|романтика|средно светла кожа|сърце|тъмна кожа
	👩🏿‍❤️‍👨🏽;Двойка и сърце: жена, мъж, тъмна кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, тъмна кожа, средна на цвят кожа|жена|любов|мъж|романтика|средна на цвят кожа|сърце|тъмна кожа
	👩🏿‍❤️‍👨🏾;Двойка и сърце: жена, мъж, тъмна кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, тъмна кожа, средно тъмна кожа|жена|любов|мъж|романтика|средно тъмна кожа|сърце|тъмна кожа
	👩🏿‍❤️‍👨🏿;Двойка и сърце: жена, мъж, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, мъж, тъмна кожа|жена|любов|мъж|романтика|сърце|тъмна кожа
👨‍❤️‍👨;Двойка и сърце: мъж и мъж;двойка|Двойка и сърце|Двойка и сърце: мъж и мъж|любов|мъж|романтика|сърце
	👨🏻‍❤️‍👨🏻;Двойка и сърце: мъж, мъж, светла кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, светла кожа|любов|мъж|романтика|светла кожа|сърце
	👨🏻‍❤️‍👨🏼;Двойка и сърце: мъж, мъж, светла кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, светла кожа, средно светла кожа|любов|мъж|романтика|светла кожа|средно светла кожа|сърце
	👨🏻‍❤️‍👨🏽;Двойка и сърце: мъж, мъж, светла кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, светла кожа, средна на цвят кожа|любов|мъж|романтика|светла кожа|средна на цвят кожа|сърце
	👨🏻‍❤️‍👨🏾;Двойка и сърце: мъж, мъж, светла кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, светла кожа, средно тъмна кожа|любов|мъж|романтика|светла кожа|средно тъмна кожа|сърце
	👨🏻‍❤️‍👨🏿;Двойка и сърце: мъж, мъж, светла кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, светла кожа, тъмна кожа|любов|мъж|романтика|светла кожа|сърце|тъмна кожа
	👨🏼‍❤️‍👨🏻;Двойка и сърце: мъж, мъж, средно светла кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средно светла кожа, светла кожа|любов|мъж|романтика|светла кожа|средно светла кожа|сърце
	👨🏼‍❤️‍👨🏼;Двойка и сърце: мъж, мъж, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средно светла кожа|любов|мъж|романтика|средно светла кожа|сърце
	👨🏼‍❤️‍👨🏽;Двойка и сърце: мъж, мъж, средно светла кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средно светла кожа, средна на цвят кожа|любов|мъж|романтика|средна на цвят кожа|средно светла кожа|сърце
	👨🏼‍❤️‍👨🏾;Двойка и сърце: мъж, мъж, средно светла кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средно светла кожа, средно тъмна кожа|любов|мъж|романтика|средно светла кожа|средно тъмна кожа|сърце
	👨🏼‍❤️‍👨🏿;Двойка и сърце: мъж, мъж, средно светла кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средно светла кожа, тъмна кожа|любов|мъж|романтика|средно светла кожа|сърце|тъмна кожа
	👨🏽‍❤️‍👨🏻;Двойка и сърце: мъж, мъж, средна на цвят кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средна на цвят кожа, светла кожа|любов|мъж|романтика|светла кожа|средна на цвят кожа|сърце
	👨🏽‍❤️‍👨🏼;Двойка и сърце: мъж, мъж, средна на цвят кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средна на цвят кожа, средно светла кожа|любов|мъж|романтика|средна на цвят кожа|средно светла кожа|сърце
	👨🏽‍❤️‍👨🏽;Двойка и сърце: мъж, мъж, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средна на цвят кожа|любов|мъж|романтика|средна на цвят кожа|сърце
	👨🏽‍❤️‍👨🏾;Двойка и сърце: мъж, мъж, средна на цвят кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средна на цвят кожа, средно тъмна кожа|любов|мъж|романтика|средна на цвят кожа|средно тъмна кожа|сърце
	👨🏽‍❤️‍👨🏿;Двойка и сърце: мъж, мъж, средна на цвят кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средна на цвят кожа, тъмна кожа|любов|мъж|романтика|средна на цвят кожа|сърце|тъмна кожа
	👨🏾‍❤️‍👨🏻;Двойка и сърце: мъж, мъж, средно тъмна кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средно тъмна кожа, светла кожа|любов|мъж|романтика|светла кожа|средно тъмна кожа|сърце
	👨🏾‍❤️‍👨🏼;Двойка и сърце: мъж, мъж, средно тъмна кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средно тъмна кожа, средно светла кожа|любов|мъж|романтика|средно светла кожа|средно тъмна кожа|сърце
	👨🏾‍❤️‍👨🏽;Двойка и сърце: мъж, мъж, средно тъмна кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средно тъмна кожа, средна на цвят кожа|любов|мъж|романтика|средна на цвят кожа|средно тъмна кожа|сърце
	👨🏾‍❤️‍👨🏾;Двойка и сърце: мъж, мъж, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средно тъмна кожа|любов|мъж|романтика|средно тъмна кожа|сърце
	👨🏾‍❤️‍👨🏿;Двойка и сърце: мъж, мъж, средно тъмна кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, средно тъмна кожа, тъмна кожа|любов|мъж|романтика|средно тъмна кожа|сърце|тъмна кожа
	👨🏿‍❤️‍👨🏻;Двойка и сърце: мъж, мъж, тъмна кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, тъмна кожа, светла кожа|любов|мъж|романтика|светла кожа|сърце|тъмна кожа
	👨🏿‍❤️‍👨🏼;Двойка и сърце: мъж, мъж, тъмна кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, тъмна кожа, средно светла кожа|любов|мъж|романтика|средно светла кожа|сърце|тъмна кожа
	👨🏿‍❤️‍👨🏽;Двойка и сърце: мъж, мъж, тъмна кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, тъмна кожа, средна на цвят кожа|любов|мъж|романтика|средна на цвят кожа|сърце|тъмна кожа
	👨🏿‍❤️‍👨🏾;Двойка и сърце: мъж, мъж, тъмна кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, тъмна кожа, средно тъмна кожа|любов|мъж|романтика|средно тъмна кожа|сърце|тъмна кожа
	👨🏿‍❤️‍👨🏿;Двойка и сърце: мъж, мъж, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: мъж, мъж, тъмна кожа|любов|мъж|романтика|сърце|тъмна кожа
👩‍❤️‍👩;Двойка и сърце: жена и жена;двойка|Двойка и сърце|Двойка и сърце: жена и жена|жена|любов|романтика|сърце
	👩🏻‍❤️‍👩🏻;Двойка и сърце: жена, жена, светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, светла кожа|жена|любов|романтика|светла кожа|сърце
	👩🏻‍❤️‍👩🏼;Двойка и сърце: жена, жена, светла кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, светла кожа, средно светла кожа|жена|любов|романтика|светла кожа|средно светла кожа|сърце
	👩🏻‍❤️‍👩🏽;Двойка и сърце: жена, жена, светла кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, светла кожа, средна на цвят кожа|жена|любов|романтика|светла кожа|средна на цвят кожа|сърце
	👩🏻‍❤️‍👩🏾;Двойка и сърце: жена, жена, светла кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, светла кожа, средно тъмна кожа|жена|любов|романтика|светла кожа|средно тъмна кожа|сърце
	👩🏻‍❤️‍👩🏿;Двойка и сърце: жена, жена, светла кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, светла кожа, тъмна кожа|жена|любов|романтика|светла кожа|сърце|тъмна кожа
	👩🏼‍❤️‍👩🏻;Двойка и сърце: жена, жена, средно светла кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средно светла кожа, светла кожа|жена|любов|романтика|светла кожа|средно светла кожа|сърце
	👩🏼‍❤️‍👩🏼;Двойка и сърце: жена, жена, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средно светла кожа|жена|любов|романтика|средно светла кожа|сърце
	👩🏼‍❤️‍👩🏽;Двойка и сърце: жена, жена, средно светла кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средно светла кожа, средна на цвят кожа|жена|любов|романтика|средна на цвят кожа|средно светла кожа|сърце
	👩🏼‍❤️‍👩🏾;Двойка и сърце: жена, жена, средно светла кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средно светла кожа, средно тъмна кожа|жена|любов|романтика|средно светла кожа|средно тъмна кожа|сърце
	👩🏼‍❤️‍👩🏿;Двойка и сърце: жена, жена, средно светла кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средно светла кожа, тъмна кожа|жена|любов|романтика|средно светла кожа|сърце|тъмна кожа
	👩🏽‍❤️‍👩🏻;Двойка и сърце: жена, жена, средна на цвят кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средна на цвят кожа, светла кожа|жена|любов|романтика|светла кожа|средна на цвят кожа|сърце
	👩🏽‍❤️‍👩🏼;Двойка и сърце: жена, жена, средна на цвят кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средна на цвят кожа, средно светла кожа|жена|любов|романтика|средна на цвят кожа|средно светла кожа|сърце
	👩🏽‍❤️‍👩🏽;Двойка и сърце: жена, жена, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средна на цвят кожа|жена|любов|романтика|средна на цвят кожа|сърце
	👩🏽‍❤️‍👩🏾;Двойка и сърце: жена, жена, средна на цвят кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средна на цвят кожа, средно тъмна кожа|жена|любов|романтика|средна на цвят кожа|средно тъмна кожа|сърце
	👩🏽‍❤️‍👩🏿;Двойка и сърце: жена, жена, средна на цвят кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средна на цвят кожа, тъмна кожа|жена|любов|романтика|средна на цвят кожа|сърце|тъмна кожа
	👩🏾‍❤️‍👩🏻;Двойка и сърце: жена, жена, средно тъмна кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средно тъмна кожа, светла кожа|жена|любов|романтика|светла кожа|средно тъмна кожа|сърце
	👩🏾‍❤️‍👩🏼;Двойка и сърце: жена, жена, средно тъмна кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средно тъмна кожа, средно светла кожа|жена|любов|романтика|средно светла кожа|средно тъмна кожа|сърце
	👩🏾‍❤️‍👩🏽;Двойка и сърце: жена, жена, средно тъмна кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средно тъмна кожа, средна на цвят кожа|жена|любов|романтика|средна на цвят кожа|средно тъмна кожа|сърце
	👩🏾‍❤️‍👩🏾;Двойка и сърце: жена, жена, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средно тъмна кожа|жена|любов|романтика|средно тъмна кожа|сърце
	👩🏾‍❤️‍👩🏿;Двойка и сърце: жена, жена, средно тъмна кожа, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, средно тъмна кожа, тъмна кожа|жена|любов|романтика|средно тъмна кожа|сърце|тъмна кожа
	👩🏿‍❤️‍👩🏻;Двойка и сърце: жена, жена, тъмна кожа, светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, тъмна кожа, светла кожа|жена|любов|романтика|светла кожа|сърце|тъмна кожа
	👩🏿‍❤️‍👩🏼;Двойка и сърце: жена, жена, тъмна кожа, средно светла кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, тъмна кожа, средно светла кожа|жена|любов|романтика|средно светла кожа|сърце|тъмна кожа
	👩🏿‍❤️‍👩🏽;Двойка и сърце: жена, жена, тъмна кожа, средна на цвят кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, тъмна кожа, средна на цвят кожа|жена|любов|романтика|средна на цвят кожа|сърце|тъмна кожа
	👩🏿‍❤️‍👩🏾;Двойка и сърце: жена, жена, тъмна кожа, средно тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, тъмна кожа, средно тъмна кожа|жена|любов|романтика|средно тъмна кожа|сърце|тъмна кожа
	👩🏿‍❤️‍👩🏿;Двойка и сърце: жена, жена, тъмна кожа;двойка|Двойка и сърце|Двойка и сърце: жена, жена, тъмна кожа|жена|любов|романтика|сърце|тъмна кожа
👨‍👩‍👦;семейство: мъж, жена, момче;баща|дете|жена|майка|момче|мъж|семейство|семейство: мъж, жена, момче
👨‍👩‍👧;семейство: мъж, жена, момиче;баща|дете|жена|майка|момиче|мъж|семейство|семейство: мъж, жена, момиче
👨‍👩‍👧‍👦;семейство: мъж, жена, момиче, момче;баща|дете|жена|майка|момиче|момче|мъж|семейство|семейство: мъж, жена, момиче, момче
👨‍👩‍👦‍👦;семейство: мъж, жена, момче, момче;баща|дете|жена|майка|момче|мъж|семейство|семейство: мъж, жена, момче, момче
👨‍👩‍👧‍👧;семейство: мъж, жена, момиче, момиче;баща|дете|жена|майка|момиче|мъж|семейство|семейство: мъж, жена, момиче, момиче
👨‍👨‍👦;семейство: мъж, мъж, момче;баща|дете|майка|момче|мъж|семейство|семейство: мъж, мъж, момче
