[smileys_emotion]
😀;mặt cười toe toét;cười toe toét|mặt|mặt cười toe toét
🌌;dải ngân hà;dải ngân hà|vũ trụ
☁️;đám mây;đám mây|thời tiết
⛅;mặt trời sau đám mây;mặt trời|mặt trời sau đám mây|mây
⛈️;đám mây kèm chớp và mưa;đám mây kèm chớp và mưa|mây|mưa|sấm
🌤️;mặt trời sau đám mây nhỏ;mặt trời|mặt trời sau đám mây nhỏ|mây
🌥️;mặt trời sau đám mây lớn;mặt trời|mặt trời sau đám mây lớn|mây
🌦️;mặt trời sau đám mây mưa;mặt trời|mặt trời sau đám mây mưa|mây|mưa
🌧️;mây và mưa;mây|mây và mưa|mưa
🌨️;đám mây với tuyết;đám mây với tuyết|lạnh|mây|tuyết
🌩️;đám mây với tia chớp;đám mây với tia chớp|mây|sét
🌪️;lốc xoáy;cơn lốc|lốc xoáy|mây
🌫️;sương mù;mây|sương mù
🌬️;khuôn mặt gió;đám mây|gió|khuôn mặt gió|mặt|thổi
🌀;hình lốc xoáy;bão|choáng váng|hình lốc xoáy|xoáy
🌈;cầu vồng;cầu vồng|mưa
🌂;ô đã đóng;chiếc ô|mưa|ô đã đóng|quần áo
☂️;cái ô;cái ô|mưa|quần áo
☔;cái ô với những giọt nước mưa;cái ô với những giọt nước mưa|chiếc ô|mưa|quần áo|rơi
⛱️;cái ô trên mặt đất;cái ô trên mặt đất|chiếc ô|mặt trời|mưa
⚡;điện cao thế;cú đánh|điện|điện cao thế|nguy hiểm|sét
❄️;bông tuyết;bông tuyết|lạnh|tuyết
☃️;người tuyết;lạnh|người tuyết|tuyết
⛄;người tuyết không có tuyết;lạnh|người tuyết|người tuyết không có tuyết|tuyết
☄️;sao chổi;sao chổi|vũ trụ
🔥;lửa;dụng cụ|lửa|ngọn lửa
💧;giọt nước;giọt nước|hài hước|lạnh|mồ hôi|rơi
🌊;sóng nước;đại dương|nước|sóng

[activities]
🎃;đèn lồng bí ngô;đèn lồng|đèn lồng bí ngô|halloween|lễ hội|lồng|lồng đèn bí ngô
🎄;cây thông noel;cây|cây thông noel|giáng sinh|lễ kỷ niệm
🎆;pháo hoa;lễ kỷ niệm|pháo hoa
🎇;pháo bông;chói sáng|lễ kỷ niệm|pháo bông|pháo hoa
🧨;pháo;nổ|pháo|pháo hoa|thuốc nổ
✨;ánh lấp lánh;ánh lấp lánh|lấp lánh|ngôi sao
🎈;bóng bay;bóng bay|lễ kỷ niệm
🎉;pháo giấy buổi tiệc;buổi tiệc|lễ kỷ niệm|pháo bông sinh nhật|pháo giấy buổi tiệc
🎊;bóng hoa giấy;bóng hoa giấy|lễ kỷ niệm|quả bóng
🎋;cây tanabata;biểu ngữ|cây|cây tanabata|kiểu nhật bản|lễ kỷ niệm
🎍;trang trí cây thông;cây thông|cây tre|kiểu nhật bản|lễ kỷ niệm|trang trí cây thông
🎎;búp bê Nhật Bản;búp bê|búp bê Nhật Bản|kiểu nhật bản|lễ hội|lễ kỷ niệm
🎏;cờ cá chép;cá chép|cờ cá chép|cờ dải|lễ kỷ niệm
🎐;chuông gió;chuông|gió|kêu vang|lễ kỷ niệm
🎑;lễ ngắm trăng;kỷ niệm|lễ kỷ niệm|lễ ngắm trăng|mặt trăng
🧧;bao lì xì;bao lì xì|chúc may mắn|hồng bao|lì xì|quà tặng|tiền
🎀;ruy băng;lễ kỷ niệm|ruy băng
🎁;gói quà;gói quà|hộp|lễ kỷ niệm|quà|quà tặng
🎗️;ruy băng nhắc nhở;lễ kỷ niệm|lời nhắc|ruy băng|ruy băng nhắc nhở
🎟️;vé vào cửa;vào cửa|vé|vé vào cửa
🎫;vé;vào cửa|vé
🎖️;huân chương quân đội;huân chương quân đội|huy chương|lễ kỷ niệm|quân sự
🏆;cúp;cúp|giải thưởng
🏅;huy chương thể thao;huy chương|huy chương thể thao
🥇;huy chương vàng;huy chương|huy chương vàng|nhất|vàng
🥈;huy chương bạc;bạc|hai|huy chương|huy chương bạc
🥉;huy chương đồng;ba|đồng|huy chương|huy chương đồng
⚽;bóng đá;bóng đá|quả bóng
⚾;bóng chày;bóng chày|quả bóng
🥎;bóng mềm;bao tay|bóng|bóng mềm|ném bóng dưới vai
🏀;bóng rổ;bóng rổ|quả bóng|vòng
🏐;bóng chuyền;bóng chuyền|quả bóng|trò chơi
🏈;bóng bầu dục Mỹ;bóng bầu dục|bóng bầu dục Mỹ|người Mỹ|quả bóng
🏉;bóng bầu dục;bóng bầu dục|bóng đá|quả bóng
🎾;quần vợt;cái vợt|quả bóng|quần vợt
🥏;đĩa bay trò chơi;đĩa bay trò chơi|ném đĩa
🎳;bowling;bowling|quả bóng|trò chơi
🏏;trò chơi cricket;gậy đánh bóng|quả bóng|trò chơi|trò chơi cricket
🏑;khúc côn cầu trên cỏ;cây gậy|khúc côn cầu trên cỏ|quả bóng|sân|trò chơi
🏒;khúc côn cầu trên băng;băng|gậy|khúc côn cầu|khúc côn cầu trên băng|trận đấu
🥍;bóng vợt;bóng|bóng vợt|gậy|gôn
🏓;bóng bàn;bóng bàn|gậy|quả bóng|trò chơi|vợt đánh bóng
🏸;cầu lông;cầu lông|kỹ thuật ghi|trái cầu lông|trò chơi|vợt
🥊;găng tay quyền anh;găng tay|găng tay quyền anh|quyền anh
🥋;đồng phục võ thuật;đồng phục|đồng phục võ thuật|judo|karate|taekwondo|thể thao|võ thuật
🥅;khung thành;khung thành|lưới
⛳;cờ trong lỗ;cờ trong lỗ|gôn|lỗ
⛸️;giày trượt băng;băng|giày trượt băng
🎣;cần câu cá;cá|cần câu|cần câu cá
🤿;mặt nạ lặn;bình dưỡng khí|bình ôxy|lặn|mặt nạ lặn|ống thở
🎽;áo chạy bộ;áo chạy bộ|áo sơ mi|chạy bộ|khăn quàng vai
🎿;ván trượt tuyết;trượt tuyết|tuyết|ván trượt tuyết
🛷;xe trượt tuyết;đi xe trượt tuyết|xe trượt tuyết
🥌;bi đá trên băng;bi đá trên băng|đá|trò chơi
🎯;trúng đích;hồng tâm|mục tiêu|phi tiêu|trò chơi|trúng đích
🪀;yo-yo;dao động|đồ chơi|yo-yo
🪁;diều;bay|bay lên|bay lượn|diều
🔫;súng nước;dụng cụ|súng|súng gắn|súng lục|súng lục ổ quay|súng nước|vũ khí
🎱;bi-a 8 bóng;8|bi-a 8 bóng|bida|quả bóng|tám|trò chơi
🔮;quả cầu pha lê;dụng cụ|giả tưởng|pha lê|quả bóng|quả cầu pha lê|truyện cổ tích|vận may
🪄;gậy thần;gậy thần|ma thuật|phù thủy|thầy phù thủy
🎮;trò chơi điện tử;tay điều khiển|trò chơi|trò chơi điện tử
🕹️;cần điều khiển;cần điều khiển|trò chơi|trò chơi điện tử
🎰;máy giật xèng;khe|máy giật xèng|trò chơi
🎲;trò xúc xắc;con xúc xắc|trò chơi|trò xúc xắc
🧩;ghép hình;đầu mối|ghép hình|ghép vào nhau|mảnh|trò ghép hình
🧸;gấu bông;đồ chơi|gấu bông|nhồi bông|vải lông
🪅;piñata;buổi tiệc|lễ kỷ niệm|piñata
🪩;quả cầu gương;buổi tiệc|disco|khiêu vũ|long lanh|quả cầu gương|sàn nhảy
🪆;búp bê matryoshka;búp bê|búp bê matryoshka|lồng nhau|nước Nga
♠️;bộ bích;bài|bộ bài bích|bộ bích|trò chơi
♥️;bộ cơ;bài|bộ bài cơ|bộ cơ|trò chơi
♦️;bộ rô;bài|bộ bài rô|bộ rô|trò chơi
♣️;bộ nhép;bài|bộ bài nhép|bộ nhép|trò chơi
♟️;quân tốt;bịp|cờ|quân tốt|thí tốt|tốt
🃏;quân phăng teo;lá bài|quân phăng teo|trò chơi
🀄;mạt chược rồng đỏ;đỏ|mạt chược|mạt chược rồng đỏ|trò chơi
🎴;quân bài hình hoa;hoa|kiểu nhật bản|quân bài hình hoa|thiệp|trò chơi
🎭;nghệ thuật biểu diễn;biểu diễn|mặt nạ|nghệ thuật|nghệ thuật biểu diễn|nhà hát
🖼️;tranh trong khung;bảo tàng|khung|nghệ thuật|tranh|tranh trong khung
🎨;bảng màu;bảng màu|bảo tàng|nghệ thuật|vẽ
🧵;sợi chỉ;kim|may|ổng chỉ|sợi chỉ|xâu
🪡;kim may;chỉ khâu|khâu|kim|may|may đo|thêu
🧶;sợi;cuộn|đan|đan bằng kim móc|sợi
🪢;nút thắt;bện|buộc|dây thừng|nút thắt|rối|xoắn

[objects]
👓;kính mắt;đeo kính|kính|mắt|quần áo
🕶️;kính râm;bóng tối|đeo kính|kính mắt|kính râm|mắt
🥽;kính bảo hộ;bảo vệ mắt|bơi|hàn|kính bảo hộ
🥼;áo phòng thí nghiệm;áo phòng thí nghiệm|bác sĩ|nhà khoa học|thí nghiệm
🦺;áo bảo hộ;an toàn|áo|áo bảo hộ|khẩn cấp
👔;cà vạt;cà vạt|quần áo
👕;áo phông;áo phông|áo sơ mi|áo thun|quần áo
👖;quần bò;quần|quần áo|quần bò|quần dài
🧣;khăn quàng;cổ|khăn quàng
🧤;găng tay;găng tay|tay
🧥;áo khoác;áo choàng|áo khoác
🧦;tất;bít tất|tất|vớ
👗;váy;quần áo|váy
👘;kimono;kimono|quần áo
🥻;xari;đầm|quần áo|trang phục|váy|xari
🩱;áo tắm một mảnh;áo tắm một mảnh|bộ áo tắm
🩲;quần lót;bộ đồ bơi|bộ đồ tắm|một mảnh|quần lót
🩳;quần soóc;bộ đồ tắm|quần dài|quần lót|quần soóc
👙;áo tắm hai mảnh;áo tắm hai mảnh|bơi|quần áo
👚;quần áo nữ;nữ|quần áo|quần áo nữ
🪭;quạt giấy;e thẹn|làm mát|múa|nóng|quạt|quạt giấy|vỗ cánh
👛;ví;đồng tiền|quần áo|ví
👜;túi xách;quần áo|túi|túi xách|ví
👝;túi cắp nách;quần áo|túi|túi cắp nách|túi nhỏ
🛍️;túi mua sắm;khách sạn|mua sắm|túi|túi mua sắm
🎒;ba lô đi học;ba lô đi học|cặp|trường|túi
🩴;dép xỏ ngón;dép|dép đi biển|dép lê|dép xỏ ngón|zōri
👞;giày nam;đàn ông|giày|giày nam|quần áo
👟;giày chạy;giày|giày chạy|giày chạy bộ|giày đế mềm|quần áo|thể thao
🥾;giày leo núi;cắm trại|đi bộ đường dài|du lịch bụi|giày leo núi|giày ống
🥿;giày bệt;giày bệt|giày búp bê|giày đi trong nhà|giày lười
👠;giày cao gót;giày|giày cao gót|gót chân|phụ nữ|quần áo
👡;xăng đan nữ;giày|phụ nữ|quần áo|xăng đan|xăng đan nữ
🩰;giày múa balê;balê|giày múa balê|múa
👢;giày bốt nữ;bốt|giày|giày bốt nữ|phụ nữ|quần áo
🪮;lược Afro Pick;Afro|lược|pick|tóc
👑;vương miện;nữ hoàng|quần áo|vua|vương miện
👒;mũ phụ nữ;cái mũ|mũ phụ nữ|phụ nữ|quần áo
🎩;mũ chóp cao;cái mũ|đầu|mũ chóp cao|quần áo
🎓;mũ tốt nghiệp;cái mũ|lễ kỷ niệm|mũ tốt nghiệp|quần áo|tốt nghiệp
🧢;mũ lưỡi trai;mũ bóng chày|mũ lưỡi trai
🪖;mũ sắt quân đội;chiến binh|mũ bảo hiểm|mũ sắt quân đội|người lính|quân đội|quân sự
⛑️;mũ bảo hiểm của lính cứu hộ;cái mũ|chữ thập|cứu|khuôn mặt|mũ bảo hiểm của lính cứu hộ|nón bảo hộ
📿;tràng hạt;hạt|lời cầu nguyện|quần áo|tôn giáo|tràng hạt|vòng cổ
💄;son môi;mỹ phẩm|son môi|trang điểm
💍;nhẫn;kim cương|nhẫn
💎;đá quý;đá quý|đồ nữ trang|kim cương|viên ngọc
🔇;tắt loa;cái loa|im lặng|không ồn ào|tắt loa|tắt tiếng
🔈;âm lượng loa thấp;âm lượng loa thấp|nhẹ
🔉;âm lượng loa trung bình;âm lượng loa trung bình|trung bình
🔊;âm lượng loa cao;âm lượng loa cao|lớn
📢;loa phát thanh;địa chỉ công cộng|loa phát thanh|loa phóng thanh|lớn
📣;loa phóng thanh;cổ vũ|loa phóng thanh
📯;kèn bưu chính;bưu chính|bưu điện|kèn|kèn bưu chính
🔔;cái chuông;cái chuông
🔕;chuông với dấu gạch chéo;cấm|chuông|chuông với dấu gạch chéo|im lặng|tắt tiếng
🎼;khuông nhạc;bản nhạc|khuông nhạc|nhạc
🎵;nốt nhạc;nhạc|nốt nhạc
🎶;các nốt nhạc;các nốt nhạc|nhạc|nốt nhạc
🎙️;micrô phòng thu âm;micrô|micrô phòng thu âm|nhạc|phòng thu
🎚️;thanh trượt mức;mức|nhạc|thanh trượt|thanh trượt mức
🎛️;núm điều khiển;điều khiển|nhạc|núm|núm điều khiển
🎤;micrô;karaoke|micrô
🎧;tai nghe;tai nghe
📻;radio;radio|video
🎷;kèn saxophone;kèn saxophone|nhạc|nhạc cụ
🪗;phong cầm;buổi hòa nhạc|hộp bóp|phong cầm
🎸;đàn ghi-ta;đàn ghi-ta|nhạc|nhạc cụ
🎹;phím đàn;bàn phím|đàn piano|nhạc|nhạc cụ|phím đàn
🎺;kèn trumpet;kèn trumpet|nhạc|nhạc cụ
🎻;đàn violin;đàn violin|nhạc|nhạc cụ
🪕;đàn banjo;âm nhạc|có dây|đàn banjo
🥁;trống;dùi trống|nhạc|trống
🪘;trống dài;conga|đập|nhịp|trống|trống dài
🪇;maraca;âm nhạc|lắc|lục lạc|maraca|nhạc cụ|trống
🪈;sáo;máy ghi âm|nhạc|nhạc cụ hơi bằng gỗ|ống sáo|ống tiêu|sáo
📱;điện thoại di động;di động|điện thoại|điện thoại di động
📲;điện thoại di động có mũi tên;di động|điện thoại|điện thoại di động có mũi tên|gọi|mũi tên|nhận
☎️;điện thoại bàn;điện thoại|điện thoại bàn
📞;ống nghe điện thoại bàn;điện thoại|ống nghe|ống nghe điện thoại bàn
📟;máy nhắn tin;máy nhắn tin
📠;máy fax;máy fax
🔋;pin;pin
🪫;pin yếu;điện tử|năng lượng thấp|pin yếu
🔌;phích cắm điện;điện|phích cắm điện
💻;máy tính xách tay;cá nhân|máy tính|máy tính xách tay|pc
🖥️;máy tính để bàn;máy tính|máy tính để bàn
🖨️;máy in;máy in|máy tính
⌨️;bàn phím;bàn phím|máy tính
🖱️;chuột máy tính;chuột máy tính|máy tính
🖲️;bi xoay;bi xoay|máy tính
💽;đĩa máy tính;đĩa|đĩa máy tính|đĩa mini|máy tính|quang học
💾;đĩa mềm;đĩa|máy tính|mềm
💿;đĩa quang;cd|đĩa|máy tính|quang
📀;dvd;chuẩn đĩa quang|đĩa|dvd|máy tính|quang
🧮;bàn tính;bàn tính|tính toán
🎥;máy quay phim;máy quay phim|phim|rạp chiếu phim
🎞️;khung hình phim;khung|khung hình phim|phim|rạp chiếu phim
📽️;máy chiếu phim;máy chiếu|máy chiếu phim|phim|rạp chiếu phim|video
🎬;bảng clapper;bảng clapper|phim
📺;tivi;tivi|tv|video
📷;máy ảnh;máy ảnh|video
📸;máy ảnh có đèn flash;đèn flash|máy ảnh|máy ảnh có đèn flash|video
📹;máy quay video;máy quay phim|máy quay video|video
📼;băng video;băng|vhs|video
🔍;kính phóng đại nghiêng sang trái;dụng cụ|kính|kính phóng đại nghiêng sang trái|phóng đại|tìm kiếm
🔎;kính lúp nghiêng sang phải;dụng cụ|kính|kính lúp nghiêng sang phải|kính phóng đại nghiêng sang phải|phóng đại|tìm kiếm
🕯️;nến;ánh sáng|nến
💡;bóng đèn;ánh sáng|bóng đèn|điện|hài hước|ý tưởng
🔦;đèn pin;ánh sáng|đèn pin|điện|dụng cụ
🏮;đèn lồng giấy màu đỏ;đèn|đèn lồng|đèn lồng giấy màu đỏ|đỏ|quán bar
🪔;đèn diya;dầu|đèn|diya
📔;sổ ghi chép có bìa trang trí;bìa|sách|sổ ghi chép|sổ ghi chép có bìa trang trí|trang trí
📕;sách đóng;đóng|sách
📖;sách đang mở;mở|sách|sách đang mở
📗;sách màu lục;sách|sách màu lục|xanh lục
📘;sách màu lam;sách|sách màu lam|xanh lam
📙;sách màu cam;màu cam|sách|sách màu cam
📚;sách;sách
📓;sổ ghi chép;sổ ghi chép
📒;sổ cái;sổ cái|sổ ghi chép
📃;trang bị quăn;quăn|tài liệu|trang|trang bị quăn
📜;cuộn sách;cuộn giấy|cuộn sách|giấy
📄;trang hướng lên trên;tài liệu|trang|trang hướng lên trên
📰;báo;báo|tạp chí
🗞️;tờ báo được cuộn tròn;báo|cuộn|tạp chí|tờ báo được cuộn tròn
📑;tab dấu trang;đánh dấu|dấu trang|tab|tab dấu trang
🔖;đánh dấu trang;đánh dấu|đánh dấu trang
🏷️;nhãn;nhãn
💰;túi tiền;đô la|tiền|túi
🪙;đồng tiền;bạc|đồng tiền|kho báu|kim loại|tiền|vàng
💴;tiền giấy yên;hoá đơn|tiền|tiền giấy|tiền giấy yên|tiền tệ|yên
💵;tiền giấy đô la;đô la|hoá đơn|tiền|tiền giấy|tiền giấy đô la|tiền tệ
💶;tiền giấy euro;euro|hoá đơn|tiền|tiền giấy|tiền giấy euro|tiền tệ
💷;tiền giấy bảng;bảng|hoá đơn|tiền|tiền giấy|tiền giấy bảng|tiền tệ
💸;tiền có cánh;bay|cánh|đô la|tiền có cánh|tiền giấy
💳;thẻ tín dụng;thẻ|thẻ tín dụng|tiền|tín dụng
🧾;biên nhận;biên nhận|chứng từ|ghi sổ sách|giấy tờ chứng thực|kế toán
💹;biểu đồ đồng yên tăng;biểu đồ|biểu đồ đồng yên tăng|tăng|tiền|yên
✉️;phong bì;email|phong bì|thư
📧;email;email|thư
📨;phong bì thư đến;email|nhận|phong bì|phong bì thư đến|thư|thư đến
📩;phong bì với mũi tên;email|mũi tên|phong bì|phong bì với mũi tên|thư đi
📤;khay thư đi;đã gửi|hộp|hộp thư đi|khay|khay thư đi|thư
📥;khay thư đến;hộp|hộp thư đến|khay|khay thư đến|nhận|thư
📦;gói;bưu kiện|gói|hộp
📫;hộp thư được đóng với lá cờ đứng;đóng|hòm thư|hộp thư|hộp thư được đóng với lá cờ đứng|thư
📪;hộp thư được đóng với lá cờ nằm ngang;đóng|hòm thư|hộp thư|hộp thư được đóng với lá cờ nằm ngang|nằm ngang|thư
📬;hộp thư được mở với lá cờ đứng;hòm thư|hộp thư|hộp thư được mở với lá cờ đứng|mở|thư
📭;hộp thư được mở với lá cờ nằm ngang;hòm thư|hộp thư|hộp thư được mở với lá cờ nằm ngang|mở|nằm ngang|thư
📮;hòm thư;hòm thư|hộp thư|thư
🗳️;hòm phiếu với lá phiếu;hòm phiếu với lá phiếu|lá phiếu|thùng phiếu
✏️;bút chì;bút chì
✒️;ngòi bút đen;bút|ngòi|ngòi bút đen
🖋️;bút máy;bút|máy
🖊️;bút;bút|bút bi
🖌️;cọ vẽ tranh;cọ vẽ tranh|tranh vẽ
🖍️;bút sáp màu;bút sáp màu
📝;sổ ghi nhớ;bút chì|sổ ghi nhớ
💼;cặp tài liệu;cặp tài liệu
📁;thư mục tệp;tệp|thư mục|thư mục tệp
📂;thư mục tệp mở;mở|tệp|thư mục|thư mục tệp mở
🗂️;dụng cụ chia chỉ mục thẻ;chỉ mục|dụng cụ chia|dụng cụ chia chỉ mục thẻ|thẻ
📅;lịch;lịch|ngày
📆;quyển lịch bloc;lịch|quyển lịch bloc
🗒️;sổ ghi chú gáy xoắn;gáy xoắn|ghi chú|sổ|sổ ghi chú gáy xoắn
🗓️;lịch gáy xoắn;gáy xoắn|lịch|lịch gáy xoắn
📇;chỉ mục thẻ;chỉ mục|chỉ mục thẻ|hộp danh thiếp|thẻ
📈;biểu đồ tăng;biểu đồ|biểu đồ tăng|đồ thị|tăng lên|tăng trưởng|xu hướng
📉;biểu đồ giảm;biểu đồ|biểu đồ giảm|đồ thị|xu hướng|xuống
📊;biểu đồ thanh;biểu đồ|biểu đồ thanh|đồ thị|thanh
📋;bảng ghi nhớ;bảng ghi nhớ
📌;đinh ghim;cái ghim|đinh ghim
📍;đinh ghim hình tròn;đinh ghim|đinh ghim hình tròn|ghim
📎;kẹp giấy;kẹp giấy
🖇️;kẹp giấy được nối;kẹp giấy|kẹp giấy được nối|nối
📏;thước thẳng;cạnh thẳng|thước kẻ|thước thẳng
📐;thước tam giác;bộ|tam giác|thước kẻ|thước tam giác
✂️;kéo;cắt|dụng cụ|kéo
🗃️;hộp đựng hồ sơ;hộp|hộp đựng hồ sơ|tệp|thẻ
🗄️;tủ hồ sơ;tệp|tủ|tủ hồ sơ
🗑️;sọt rác;sọt rác
🔒;khóa;đóng|khóa
🔓;mở khóa;khóa|mở
🔏;khóa với bút;bút|khóa|khóa với bút|mực|ngòi bút|riêng tư
🔐;khóa với chìa;bảo mật|chìa|đóng|khóa|khóa với chìa
🔑;chìa khóa;chìa khóa|khóa|mật khẩu
🗝️;chìa khóa cũ;chìa khóa|chìa khóa cũ|cũ|đầu mối|khóa
🔨;búa;búa|dụng cụ
🪓;rìu;bổ|bổ đôi|chém|gỗ|rìu|rìu nhỏ
⛏️;búa chim;búa chim|dụng cụ|khai mỏ
⚒️;búa và búa chim;búa|búa chim|búa và búa chim|dụng cụ
🛠️;búa và cờ lê;búa|búa và cờ lê|chìa vặn|cờ lê|dụng cụ
🗡️;dao găm;dao|dao găm|vũ khí
⚔️;kiếm bắt chéo;bắt chéo|kiếm|kiếm bắt chéo|vũ khí
💣;bom;bom|hài hước
🪃;bumơrang;australia|bật lại|bumơrang|dội lại
🏹;cung tên;cung|cung hoàng đạo|cung tên|cung thủ|mũi tên|Nhân Mã
🛡️;cái khiên;cái khiên|vũ khí
🪚;cưa mộc;cưa|cưa mộc|dụng cụ|gỗ xẻ|thợ mộc
🔧;cờ lê;chìa vặn|cờ lê|dụng cụ
🪛;tua vít;bắt vít|dụng cụ|tua vít
🔩;đai ốc và bu lông;bu lông|đai ốc|đai ốc và bu lông|dụng cụ
⚙️;bánh răng;bánh răng|dụng cụ
🗜️;cái kẹp;cái kẹp|cặp|dụng cụ|nén
⚖️;cân thăng bằng;cân|cân thăng bằng|công lý|cung hoàng đạo|thăng bằng|Thiên Bình
🦯;gậy dò đường;gậy dò đường|hỗ trợ tiếp cận|khiếm thị|mù
🔗;mắt xích;mắt xích
⛓️‍💥;xích bị đứt;bẻ gãy|còng tay|đứt|làm đứt|tự do|xích|xích bị đứt
⛓️;dây xích;dây xích
🪝;móc;bắt|bẫy|cái móc|điểm bán hàng|đường cong|móc
🧰;hộp dụng cụ;dụng cụ|hòm|hộp dụng cụ|thợ máy
🧲;nam châm;móng ngựa|nam châm|sức hút|từ tính
🪜;thang;bậc thang|leo trèo|nấc|thang
⚗️;bình chưng cất;bình chưng cất|dụng cụ|hóa học
🧪;ống nghiệm;hóa học|khoa học|nhà hóa học|ống nghiệm|phòng thí nghiệm|thí nghiệm
🧫;đĩa petri;đĩa petri|nhà sinh vật học|nuôi cấy|phòng thí nghiệm|sinh vật học|vi khuẩn
🧬;adn;adn|di truyền|gien|nhà sinh vật học|sự sống|tiến hóa
🔬;kính hiển vi;dụng cụ|khoa học|kính hiển vi|kính hiển vị
🔭;kính viễn vọng;dụng cụ|khoa học|kính viễn vọng
📡;ăng-ten vệ tinh;ăng-ten|ăng-ten vệ tinh|đĩa|vệ tinh
💉;ống tiêm;bệnh|kim|ống tiêm|thuốc|tiêm
🩸;giọt máu;chu kỳ kinh nguyệt|giọt máu|hiến máu|thuốc|y tế
💊;viên thuốc;bác sĩ|bệnh|thuốc|viên thuốc
🩹;băng dính;băng dán y tế|băng dính
🩼;nạng;đau|gậy|gậy chống|hỗ trợ di chuyển|khuyết tật|nạng
🩺;ống nghe;bác sĩ|ống nghe|tim|y tế
🩻;x-quang;bác sĩ|bộ xương|x-quang|xương|y tế
🚪;cửa;cửa
🛗;thang máy;kéo lên|khả năng tiếp cận|nhấc|thang máy
🪞;gương;gương|gương phản xạ|phản ánh|phản xạ
🪟;cửa sổ;cửa sổ|không khí trong lành|khung|mở|trong suốt|xem
🛏️;giường;giường|khách sạn|ngủ
🛋️;ghế dài và đèn;đèn|đi văng|ghế dài và đèn|khách sạn
🪑;ghế;chỗ ngồi|ghế|ngồi
🚽;bồn cầu;bệ xí|bồn cầu
🪠;dụng cụ thông tắc;dụng cụ thông tắc|hút|lực cốc|nhà vệ sinh|thợ sửa ống nước
🚿;vòi hoa sen;nước|vòi hoa sen
🛁;bồn tắm;bồn tắm|tắm
🪤;bẫy chuột;bẫy|bẩy|bẫy chuột|mồi
🪒;dao cạo;cạo râu|dao cạo|sắc
🧴;chai sữa dưỡng da;chai sữa dưỡng da|dầu gội|kem chống nắng|kem dưỡng ẩm|sữa dưỡng da
🧷;ghim băng;chất thải|ghim băng|tã
🧹;cây chổi;cây chổi|làm sạch|phù thủy|quét
🧺;cái giỏ;cái giỏ|dã ngoại|giặt ủi|trồng trọt
🧻;cuộn giấy;cuộn giấy|giấy toilet|giấy vệ sinh
🪣;xô;thùng|thùng to|xô
🧼;xà phòng;bánh|tắm|vệ sinh|xà phòng|xà phòng bánh|xát xà phòng
🫧;bong bóng;bong bóng|dưới nước|ợ hơi|sạch sẽ|xà phòng
🪥;bàn chải răng;bàn chải|bàn chải răng|nha khoa|phòng tắm|răng|sạch sẽ|vệ sinh
🧽;bọt biển;bọt biển|hấp thụ|hút|làm sạch|vệ sinh|xốp
🧯;bình chữa cháy;bình chữa cháy|chữa cháy|cứu hỏa|dập|dập tắt|lửa
🛒;xe mua hàng;mua hàng|xe đẩy|xe mua hàng
🚬;thuốc lá;hút thuốc|thuốc lá
⚰️;quan tài;cái chết|quan tài
🪦;bia mộ;bia mộ|mộ|nghĩa địa|nghĩa trang
⚱️;bình đựng tro cốt;bình đựng di cốt|bình đựng tro cốt|cái chết|tang lễ
🧿;bùa may mắn nazar;bùa|bùa may mắn nazar|hạt|mắt ác|mê hoặc|nhìn
🪬;hamsa;bùa hộ mệnh|Fatima|hamsa|Mary|Miriam|sự bảo vệ|tay
🗿;tượng moai;bức tượng|khuôn mặt|tượng moai|tượng moyai
🪧;bảng hiệu;bảng hiệu|biển hiệu|cọc|phản đối|thể hiện
🪪;thẻ nhận dạng;bảo mật|căn cước công dân|cccd|chứng minh nhân dân|cmnd|giấy phép|thẻ nhận dạng

[symbols]
🏧;ký hiệu ATM;atm|ký hiệu ATM|máy rút tiền|ngân hàng|tự động
🚮;ký hiệu bỏ rác vào thùng;ký hiệu bỏ rác vào thùng|thùng rác|xả rác
🚰;nước uống;nước|uống|uống được
♿;biểu tượng xe lăn;biểu tượng xe lăn|lối vào
🚹;nhà vệ sinh nam;nam|nhà vệ sinh|nhà vệ sinh nam|phòng vệ sinh|wc
🚺;nhà vệ sinh nữ;nhà vệ sinh|nhà vệ sinh nữ|nữ|phòng vệ sinh|wc
🚻;nhà vệ sinh;nhà vệ sinh|phòng vệ sinh|wc
🚼;biểu tượng trẻ em;biểu tượng trẻ em|thay đồ|trẻ em
🚾;WC;nhà vệ sinh|nước|phòng vệ sinh|WC
🛂;kiểm soát hộ chiếu;hộ chiếu|kiểm soát|kiểm soát hộ chiếu
🛃;hải quan;hải quan
🛄;nơi nhận hành lý;hành lý|nhận|nơi nhận hành lý
🛅;hành lý bỏ quên;hành lý|hành lý bỏ quên|tủ khóa
⚠️;cảnh báo;cảnh báo
🚸;qua đường cho trẻ em;cho người đi bộ|đi qua|giao thông|qua đường cho trẻ em|trẻ em
⛔;cấm vào;cấm|cấm vào|giao thông|không cho phép|lối vào
🚫;bị cấm;bị cấm|cấm|không|không có|lối vào
🚳;cấm xe đạp;bị cấm|bị nghiêm cấm|cấm xe đạp|không|xe đạp
🚭;cấm hút thuốc;bị cấm|bị nghiêm cấm|cấm hút thuốc|hút thuốc|không
🚯;cấm xả rác;bị cấm|bị nghiêm cấm|cấm xả rác|không|xả rác
🚱;nước không uống được;không dùng để uống|không uống được|nước|nước không uống được
